internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
41293,Pronolagus crassicaudatus,"Pronolagus  lebombo Roberts, 1936",Pronolagus ,lebombo,"Roberts, 1936",,
41293,Pronolagus crassicaudatus,"Pronolagus lebomboensis (lapsus) Roberts, 1936",Pronolagus,lebomboensis (lapsus),"Roberts, 1936",,
41293,Pronolagus crassicaudatus,"Pronolagus ruddi Thomas and Schwann, 1905",Pronolagus,ruddi,"Thomas and Schwann, 1905",,
41294,Pronolagus randensis,"Pronolagus  capricornis  Roberts, 1926",Pronolagus ,capricornis ,"Roberts, 1926",,
41294,Pronolagus randensis,Pronolagus  caucinus  Thomas 1929,Pronolagus ,caucinus ,Thomas 1929,,
41294,Pronolagus randensis,"Pronolagus  ekmani  Lundholm, 1955",Pronolagus ,ekmani ,"Lundholm, 1955",,
41294,Pronolagus randensis,"Pronolagus  kaokoensis  Roberts, 1946",Pronolagus ,kaokoensis ,"Roberts, 1946",,
41294,Pronolagus randensis,"Pronolagus  koboensis  Roberts, 1938",Pronolagus ,koboensis ,"Roberts, 1938",,
41294,Pronolagus randensis,"Pronolagus  maka-pani  Roberts, 1924",Pronolagus ,maka-pani ,"Roberts, 1924",,
41294,Pronolagus randensis,"Pronolagus  powelli  Roberts, 1924",Pronolagus ,powelli ,"Roberts, 1924",,
41294,Pronolagus randensis,"Pronolagus  waterbergensis  Hoesch and Von Lehmann, 1956",Pronolagus ,waterbergensis ,"Hoesch and Von Lehmann, 1956",,
41294,Pronolagus randensis,"Pronolagus  whitei  Roberts, 1938",Pronolagus ,whitei ,"Roberts, 1938 ",,
41295,Pronolagus rupestris,"Pronolagus curryi  (Thomas, 1902)",Pronolagus,curryi ,"(Thomas, 1902)",,
41295,Pronolagus rupestris,"Pronolagus fitzsimonsi (Roberts, 1938)",Pronolagus,fitzsimonsi,"(Roberts, 1938)",,
41295,Pronolagus rupestris,"Pronolagus melanurus (Rüppell, 1842)",Pronolagus,melanurus,"(Rüppell, 1842)",,
41295,Pronolagus rupestris,"Pronolagus mülleri (Roberts, 1938)",Pronolagus,mülleri,"(Roberts, 1938)",,
41295,Pronolagus rupestris,"Pronolagus nyikae (Thomas, 1902)",Pronolagus,nyikae,"(Thomas, 1902)",,
41295,Pronolagus rupestris,"Pronolagus vallicola Kershaw, 1924",Pronolagus,vallicola,"Kershaw, 1924",,
41879,Lepus victoriae,"Lepus crawshayi de Winton, 1899",Lepus,crawshayi,"de Winton, 1899",,
41879,Lepus victoriae,"Lepus microtis Heuglin, 1865",Lepus,microtis,"Heuglin, 1865",,
41986,Ochotona argentata,"Ochotona pallasi ssp. helanshanensis Zheng, 1987 [in Wang 1990]",Ochotona,pallasi,,subspecies,"Zheng, 1987 [in Wang 1990]"
41986,Ochotona argentata,"Ochotona helanshanensis Zheng, 1987 [in Wang 1990]",Ochotona,helanshanensis,"Zheng, 1987 [in Wang 1990]",,
136713,Pronolagus saundersiae,"Pronolagus barretti Roberts, 1949",Pronolagus,barretti,"Roberts, 1949",,
136713,Pronolagus saundersiae,"Pronolagus bowkeri Hewitt, 1927",Pronolagus,bowkeri,"Hewitt, 1927",,
136713,Pronolagus saundersiae,"Pronolagus australis  Roberts, 1933",Pronolagus,australis ,"Roberts, 1933",,
136713,Pronolagus saundersiae,"Pronolagus rupestris ssp. saundersiae (Hewitt, 1927)",Pronolagus,rupestris,,subspecies,"(Hewitt, 1927)"
5674,Crocuta crocuta,"Canis crocuta Erxleben, 1777",Canis,crocuta,"Erxleben, 1777",,
10274,Hyaena hyaena,"Canis hyaena Linnaeus, 1758",Canis,hyaena,"Linnaeus, 1758",,
18372,Proteles cristata,"Proteles cristatus (Sparrman, 1783) [orth. error]",Proteles,cristatus,"(Sparrman, 1783) [orth. error]",,
18372,Proteles cristata,"Viverra cristata Sparrman, 1783",Viverra,cristata,"Sparrman, 1783",,
48637946,Bassaricyon gabbii,"Bassaricyon richardsoni J.A. Allen, 1908",Bassaricyon,richardsoni,"J.A. Allen, 1908",,
48637946,Bassaricyon gabbii,"Bassaricyon lasius Harris, 1932",Bassaricyon,lasius,"Harris, 1932",,
48637946,Bassaricyon gabbii,"Bassaricyon pauli Enders, 1936",Bassaricyon,pauli,"Enders, 1936",,
4806,Chrotogale owstoni,"Hemigalus owstoni (Thomas, 1912)",Hemigalus,owstoni,"(Thomas, 1912)",,
6082,Cynogale bennettii,"Cynogale lowei Pocock, 1933",Cynogale,lowei,"Pocock, 1933",,
6635,Diplogale hosei,"Hemigalus hosei Thomas, 1892",Hemigalus,hosei,"Thomas, 1892",,
8668,Fossa fossana,"Viverra fossa Schreber, 1777",Viverra,fossa,"Schreber, 1777",,
8833,Galidictis fasciata,"Viverra fasciata Gmelin, 1788",Viverra,fasciata,"Gmelin, 1788",,
9561,Gulo gulo,"Gulo luscus Linnaeus, 1758",Gulo,luscus,"Linnaeus, 1758",,
9561,Gulo gulo,"Mustela gulo Linnaeus, 1758",Mustela,gulo,"Linnaeus, 1758",,
13110,Melogale everetti,"Melogale personata ssp. everetti (Thomas, 1895)",Melogale,personata,,subspecies,"(Thomas, 1895)"
13923,Mungotictis decemlineata,"Mungotictis lineata Pocock, 1915",Mungotictis,lineata,"Pocock, 1915",,
13923,Mungotictis decemlineata,"Mungotictis substriatus Pocock, 1915",Mungotictis,substriatus,"Pocock, 1915",,
13923,Mungotictis decemlineata,"Mungotictis vittatus Gray, 1848",Mungotictis,vittatus,"Gray, 1848",,
14018,Mustela lutreola,"Viverra lutreola Linnaeus, 1761",Viverra,lutreola,"Linnaeus, 1761",,
14055,Mydaus marchei,Suillotaxus marchei,Suillotaxus,marchei,,,
14055,Mydaus marchei,Mydaus schadenbergii,Mydaus,schadenbergii,,,
72261737,Nasuella olivacea,"Nasua olivacea Gray, 1865",Nasua,olivacea,"Gray, 1865",,
15628,Genetta piscivora,"Osbornictis piscivora J.A. Allen, 1919",Osbornictis,piscivora,"J.A. Allen, 1919",,
19852,Salanoia concolor,"Salanoia  olivacea (I. Geoffroy Saint-Hilaire, 1839)",Salanoia ,olivacea,"(I. Geoffroy Saint-Hilaire, 1839)",,
19852,Salanoia concolor,"Salanoia unicolor (I. Geoffroy Saint-Hilaire, 1837)",Salanoia,unicolor,"(I. Geoffroy Saint-Hilaire, 1837)",,
19852,Salanoia concolor,"Salanoia  durrelli Durbin, Funk, Hawkins, Hills, Jenkins, Moncrieff & Ralainasolo, 2010",Salanoia ,durrelli,"Durbin, Funk, Hawkins, Hills, Jenkins, Moncrieff & Ralainasolo, 2010",,
19852,Salanoia concolor,"Galidia concolor I. Geoffroy Saint-Hilaire, 1837",Galidia,concolor,"I. Geoffroy Saint-Hilaire, 1837",,
23036,Viverra civettina,"Viverra megaspila ssp. civettina Blyth, 1862",Viverra,megaspila,,subspecies,"Blyth, 1862"
29672,Martes foina,"Mustela foina Erxleben, 1777",Mustela,foina,"Erxleben, 1777",,
29673,Meles meles,"Meles canescens Blanford, 1875",Meles,canescens,"Blanford, 1875",,
29673,Meles meles,"Ursus meles Linnaeus, 1758",Ursus,meles,"Linnaeus, 1758",,
29679,Mustela eversmanii,"Mustela eversmannii Lesson, 1827 [orth. error]",Mustela,eversmannii,"Lesson, 1827 [orth. error]",,
29679,Mustela eversmanii,"Mustela amurensis (Ognev, 1930)",Mustela,amurensis,"(Ognev, 1930)",,
29680,Vormela peregusna,"Mustela peregusna Güldenstädt, 1770",Mustela,peregusna,"Güldenstädt, 1770",,
39547,Eupleres major,"Eupleres goudotii ssp. major Lavauden, 1929",Eupleres,goudotii,,subspecies,"Lavauden, 1929"
40784,Neovison macrodon,"Mustela macrodon Prentis, 1903",Mustela,macrodon,"Prentis, 1903",,
68336601,Eupleres goudotii,"Eupleres goudotii ssp. goudotti Doyère, 1835",Eupleres,goudotii,,subspecies,"Doyère, 1835"
41589,Nandinia binotata,"Viverra binotata Gray, 1830",Viverra,binotata,"Gray, 1830",,
41599,Herpestes flavescens,"Galerella flavescens (Bocage, 1889)",Galerella,flavescens,"(Bocage, 1889)",,
41599,Herpestes flavescens,"Herpestes nigratus (Thomas, 1928)",Herpestes,nigratus,"(Thomas, 1928)",,
41600,Herpestes pulverulentus,"<i>Galerella</i> <i>pulverulenta</i> (Wagner, 1839)",<i>Galerella</i>,<i>pulverulenta</i>,"(Wagner, 1839)",,
41606,Herpestes sanguineus,"<i>Galerella</i> <i>sanguinea</i> (Rüppell, 1836)",<i>Galerella</i>,<i>sanguinea</i>,"(Rüppell, 1836)",,
41610,Herpestes brachyurus,"Urva brachyura  (Gray, 1837)",Urva,brachyura," (Gray, 1837)",,
41610,Herpestes brachyurus,"Herpestes  hosei Jentink, 1903",Herpestes ,hosei,"Jentink, 1903",,
41611,Herpestes edwardsii,"Herpestes edwardsi (É. Geoffroy Saint-Hilaire, 1818)",Herpestes,edwardsi,"(É. Geoffroy Saint-Hilaire, 1818)",,
41611,Herpestes edwardsii,"Urva edwardsii (É. Geoffroy Saint-Hilaire, 1818)",Urva,edwardsii,"(É. Geoffroy Saint-Hilaire, 1818)",,
41612,Herpestes fuscus,"Urva fusca Waterhouse, 1838",Urva,fusca,"Waterhouse, 1838",,
41613,Herpestes ichneumon,"Viverra ichneumon Linnaeus, 1758",Viverra,ichneumon,"Linnaeus, 1758",,
70203940,Herpestes javanicus,"Urva javanica (É. Geoffroy Saint-Hilaire, 1818)",Urva,javanica,"(É. Geoffroy Saint-Hilaire, 1818)",,
41615,Herpestes naso,"<i>Xenogale</i> <i>naso</i> (J.A. Allen, 1919)",<i>Xenogale</i>,<i>naso</i>,"(J.A. Allen, 1919)",,
41616,Herpestes semitorquatus,"Urva semitorquata Gray, 1846",Urva,semitorquata,"Gray, 1846",,
41617,Herpestes smithii,"Urva smithii (Gray, 1837)",Urva,smithii,"(Gray, 1837)",,
41619,Herpestes vitticollis,"Urva vitticollis (Bennett, 1835)",Urva,vitticollis,"(Bennett, 1835)",,
41620,Ichneumia albicauda,"Herpestes albicauda G. Cuvier, 1829",Herpestes,albicauda,"G. Cuvier, 1829",,
41621,Mungos mungo,"Viverra mungo Gmelin, 1788",Viverra,mungo,"Gmelin, 1788",,
41622,Paracynictis selousi,"Cynictis selousi de Winton, 1896",Cynictis,selousi,"de Winton, 1896",,
41624,Suricata suricatta,"Viverra suricatta Schreber, 1776",Viverra,suricatta,"Schreber, 1776",,
70205537,Arctonyx collaris,"Arctonyx  annaeus  Thomas, 1921",Arctonyx ,annaeus ,"Thomas, 1921",,
70205537,Arctonyx collaris,"Arctonyx dictator Thomas, 1910",Arctonyx,dictator,"Thomas, 1910",,
41628,Mydaus javanensis,"Mephitis javanensis Desmarest, 1820",Mephitis,javanensis,"Desmarest, 1820",,
41629,Mellivora capensis,"Viverra capensis Schreber, 1776",Viverra,capensis,"Schreber, 1776",,
41632,Conepatus leuconotus,"Conepatus mesoleucus (Lichtenstein, 1832)",Conepatus,mesoleucus,"(Lichtenstein, 1832)",,
41632,Conepatus leuconotus,"Conepatus mesoleucus ssp. telmalestes Bailey, 1905",Conepatus,mesoleucus,,subspecies,"Bailey, 1905"
41632,Conepatus leuconotus,"Mephitis leuconota Lichtenstein, 1832",Mephitis,leuconota,"Lichtenstein, 1832",,
41636,Spilogale putorius,"Viverra putorius Linnaeus, 1758",Viverra,putorius,"Linnaeus, 1758",,
41640,Galictis vittata,"Viverra vittata Schreber, 1776",Viverra,vittata,"Schreber, 1776",,
41644,Eira barbara,"Mustela barbara Linnaeus, 1758",Mustela,barbara,"Linnaeus, 1758",,
41645,Ictonyx libycus,"Ictonyx libyca (Hemprich & Ehrenberg, 1833) [orth. error]",Ictonyx,libyca,"(Hemprich & Ehrenberg, 1833) [orth. error]",,
41646,Ictonyx striatus,"Bradypus striatus Perry, 1810",Bradypus,striatus,"Perry, 1810",,
41647,Lyncodon patagonicus,"Mustela patagonica de Blainville, 1842",Mustela,patagonica,"de Blainville, 1842",,
41648,Martes americana,"Martes caurina (Merriam, 1890)",Martes,caurina,"(Merriam, 1890)",,
41649,Martes flavigula,"Lamprogale flavigula (Boddaert, 1785)",Lamprogale,flavigula,"(Boddaert, 1785)",,
41649,Martes flavigula,"Charronia flavigula (Boddaert, 1785)",Charronia,flavigula,"(Boddaert, 1785)",,
41656,Mustela itatsi,"Mustela sibirica ssp. itatsi Temminck, 1844",Mustela,sibirica,,subspecies,"Temminck, 1844"
41661,Neovison vison,"Mustela vison Schreber, 1777",Mustela,vison,"Schreber, 1777",,
41663,Taxidea taxus,"Ursus taxus Schreber, 1777",Ursus,taxus,"Schreber, 1777",,
48637566,Bassaricyon alleni,"Bassaricyon beddardi Pocock, 1921",Bassaricyon,beddardi,"Pocock, 1921",,
48637566,Bassaricyon alleni,"Bassaricyon medius ssp. siccatus Thomas, 1927",Bassaricyon,medius,,subspecies,"Thomas, 1927"
41679,Potos flavus,"Lemur flavus Schreber, 1774",Lemur,flavus,"Schreber, 1774",,
41680,Bassariscus astutus,"Bassaris astuta Lichtenstein, 1830",Bassaris,astuta,"Lichtenstein, 1830",,
41683,Nasua narica,"Nasua nelsoni Merriam, 1901",Nasua,nelsoni,"Merriam, 1901",,
41683,Nasua narica,"Viverra narica Linnaeus, 1766",Viverra,narica,"Linnaeus, 1766",,
41684,Nasua nasua,"Viverra nasua Linnaeus, 1766",Viverra,nasua,"Linnaeus, 1766",,
41686,Procyon lotor,"Procyon gloveralleni Nelson & Goldman, 1930",Procyon,gloveralleni,"Nelson & Goldman, 1930",,
41686,Procyon lotor,"Procyon insularis Merriam, 1898",Procyon,insularis,"Merriam, 1898",,
41686,Procyon lotor,"Procyon maynardi Bangs, 1898",Procyon,maynardi,"Bangs, 1898",,
41686,Procyon lotor,"Procyon minor Miller, 1911",Procyon,minor,"Miller, 1911",,
41686,Procyon lotor,"Ursus lotor Linnaeus, 1758",Ursus,lotor,"Linnaeus, 1758",,
41690,Arctictis binturong,"Viverra binturong Raffles, 1821",Viverra,binturong,"Raffles, 1821",,
41691,Arctogalidia trivirgata,"Paradoxurus trivirgatus Gray, 1832",Paradoxurus,trivirgatus,"Gray, 1832",,
41692,Paguma larvata,"Gulo larvatus C.E.H. Smith, 1827",Gulo,larvatus,"C.E.H. Smith, 1827",,
41693,Paradoxurus hermaphroditus,"Paradoxurus lignicolor Miller, 1903",Paradoxurus,lignicolor,"Miller, 1903",,
41693,Paradoxurus hermaphroditus,"Paradoxurus musangus (Raffles, 1821)",Paradoxurus,musangus,"(Raffles, 1821)",,
41693,Paradoxurus hermaphroditus,"Paradoxurus philippinensis Jourdan, 1837",Paradoxurus,philippinensis,"Jourdan, 1837",,
41693,Paradoxurus hermaphroditus,"Viverra hermaphrodita Pallas, 1777",Viverra,hermaphrodita,"Pallas, 1777",,
41694,Paradoxurus zeylonensis,"Paradoxurus aureus F. Cuvier, 1822",Paradoxurus,aureus,"F. Cuvier, 1822",,
41694,Paradoxurus zeylonensis,"Paradoxurus montanus Kelaart, 1852",Paradoxurus,montanus,"Kelaart, 1852",,
41694,Paradoxurus zeylonensis,"Paradoxurus stenocephalus Groves, Rajapaksha & Manemandra-Arachchi, 2009",Paradoxurus,stenocephalus,"Groves, Rajapaksha & Manemandra-Arachchi, 2009",,
41694,Paradoxurus zeylonensis,"Viverra zeylonensis Pallas, 1778",Viverra,zeylonensis,"Pallas, 1778",,
41697,Melogale orientalis,"Melogale personata ssp. orientalis (Horsfield, 1821)",Melogale,personata,,subspecies,"(Horsfield, 1821)"
41698,Genetta genetta,"Viverra genetta Linnaeus, 1758",Viverra,genetta,"Linnaeus, 1758",,
41705,Prionodon linsang,"Viverra linsang Hardwicke, 1821",Viverra,linsang,"Hardwicke, 1821",,
41709,Viverra zibetha,"Viverra tainguensis Sokolov, Rozhnov & Pham Chong Anh, 1997",Viverra,tainguensis,"Sokolov, Rozhnov & Pham Chong Anh, 1997",,
41710,Viverricula indica,"Viverricula malaccensis non Gmelin,  1788",Viverricula,malaccensis,"non Gmelin,  1788",,
41710,Viverricula indica,"Civetta indica É. Geoffroy Saint-Hilaire, 1803",Civetta,indica,"É. Geoffroy Saint-Hilaire, 1803",,
44165,Poiana leightoni,"Poiana richardsonii ssp. liberiensis Pocock, 1908",Poiana,richardsonii,,subspecies,"Pocock, 1908"
136242,Meles anakuma,"Meles meles ssp. anakuma Temminck, 1844",Meles,meles,,subspecies,"Temminck, 1844"
136385,Meles leucurus,"Meles meles ssp. leucurus (Hodgson, 1847)",Meles,meles,,subspecies,"(Hodgson, 1847)"
136686,Bdeogale omnivora,"Bdeogale crassicauda ssp. omnivora Heller, 1913",Bdeogale,crassicauda,,subspecies,"Heller, 1913"
2055,Arctocephalus australis,"Arctophoca australis (Zimmermann, 1783)",Arctophoca,australis,"(Zimmermann, 1783)",,
2057,Arctocephalus galapagoensis,"Arctocephalus australis ssp. galapagoensis Heller, 1904",Arctocephalus,australis,,subspecies,"Heller, 1904"
2057,Arctocephalus galapagoensis,"Arctophoca galapagoensis (Heller, 1904)",Arctophoca,galapagoensis,"(Heller, 1904)",,
2057,Arctocephalus galapagoensis,"Arctophoca australis ssp. galapagoensis (Heller, 1904)",Arctophoca,australis,,subspecies,"(Heller, 1904)"
2060,Arctocephalus pusillus,"Phoca pusilla Schreber, 1775",Phoca,pusilla,"Schreber, 1775",,
2062,Arctocephalus tropicalis,"Arctocephalus elegans Peters, 1876",Arctocephalus,elegans,"Peters, 1876",,
2062,Arctocephalus tropicalis,Arctophoca tropicalis Peters 1876,Arctophoca,tropicalis,Peters 1876,,
2062,Arctocephalus tropicalis,Arctocephalus tropicalis Peters 1876 ssp. tropicalis,Arctocephalus,tropicalis,Peters 1876,subspecies,
2062,Arctocephalus tropicalis,"Gypsophoca tropicalis J.E. Gray, 1872",Gypsophoca,tropicalis,"J.E. Gray, 1872",,
3590,Callorhinus ursinus,"Arctocephalus ursinus (Linnaeus, 1758)",Arctocephalus,ursinus,"(Linnaeus, 1758)",,
3590,Callorhinus ursinus,"Phoca ursina Linnaeus, 1758",Phoca,ursina,"Linnaeus, 1758",,
6204,Cystophora cristata,"Cystophora antillarum Gray, 1849",Cystophora,antillarum,"Gray, 1849",,
6204,Cystophora cristata,"Phoca cristata Erxleben, 1777",Phoca,cristata,"Erxleben, 1777",,
8010,Erignathus barbatus,"Phoca barbata Erxleben, 1777",Phoca,barbata,"Erxleben, 1777",,
8239,Eumetopias jubatus,"Phoca jubata Schreber, 1776",Phoca,jubata,"Schreber, 1776",,
9660,Halichoerus grypus,"Phoca grypus Fabricius, 1791",Phoca,grypus,"Fabricius, 1791",,
10340,Hydrurga leptonyx,"Phoca leptonyx de Blainville, 1820",Phoca,leptonyx,"de Blainville, 1820",,
11696,Leptonychotes weddellii,"Otaria weddellii Lesson, 1826",Otaria,weddellii,"Lesson, 1826",,
12246,Lobodon carcinophaga,"Lobodon carcinophagus (Hombron & Jacquinot, 1842) [orth. error]",Lobodon,carcinophagus,"(Hombron & Jacquinot, 1842) [orth. error]",,
13583,Mirounga leonina,"Phoca leonina Linnaeus, 1758",Phoca,leonina,"Linnaeus, 1758",,
13654,Neomonachus schauinslandi,"Monachus schauinslandi Matschie, 1905",Monachus,schauinslandi,"Matschie, 1905",,
13655,Neomonachus tropicalis,"Monachus tropicalis (Gray, 1850)",Monachus,tropicalis,"(Gray, 1850)",,
13655,Neomonachus tropicalis,"Phoca tropicalis Gray, 1850",Phoca,tropicalis,"Gray, 1850",,
15106,Odobenus rosmarus,"Phoca rosmarus Linnaeus, 1758",Phoca,rosmarus,"Linnaeus, 1758",,
41664,Arctocephalus forsteri,"Arctocephalus australis ssp. forsteri (Lesson, 1828)",Arctocephalus,australis,,subspecies,"(Lesson, 1828)"
41664,Arctocephalus forsteri,"Arctophoca australis ssp. forsteri (Lesson, 1828)",Arctophoca,australis,,subspecies,"(Lesson, 1828)"
41666,Zalophus californianus,"Zalophus californianus ssp. californianus (Lesson, 1828)",Zalophus,californianus,,subspecies,"(Lesson, 1828)"
41668,Zalophus wollebaeki,"Zalophus californianus ssp. wollebaeki (Sivertsen, 1953)",Zalophus,californianus,,subspecies,"(Sivertsen, 1953)"
41669,Pusa caspica,"Phoca caspica Gmelin, 1788",Phoca,caspica,"Gmelin, 1788",,
41672,Pusa hispida,"Phoca hispida Schreber, 1775",Phoca,hispida,"Schreber, 1775",,
45369602,Macroscelides proboscideus,"Macroscelides proboscideus ssp. proboscideus (Shaw, 1800)",Macroscelides,proboscideus,,subspecies,"(Shaw, 1800)"
45369602,Macroscelides proboscideus,"Sorex proboscideus Shaw, 1800",Sorex,proboscideus,"Shaw, 1800",,
45369877,Macroscelides flavicaudatus,"Macroscelides proboscideus ssp. flavicaudatus Lundholm, 1955",Macroscelides,proboscideus,,subspecies,"Lundholm, 1955"
4185,Ceratotherium simum,"Rhinoceros simus Burchell, 1817",Rhinoceros,simus,"Burchell, 1817",,
15642,Otocyon megalotis,"Canis megalotis Desmarest, 1822",Canis,megalotis,"Desmarest, 1822",,
41588,Vulpes zerda,"Fennecus zerda (Zimmermann, 1780)",Fennecus,zerda,"(Zimmermann, 1780)",,
22780,Urocyon cinereoargenteus,"Canis cinereoargenteus Schreber, 1775",Canis,cinereoargenteus,"Schreber, 1775",,
23053,Vulpes rueppellii,"Vulpes rueppelli (Schinz, 1825) [orth. error]",Vulpes,rueppelli,"(Schinz, 1825) [orth. error]",,
23053,Vulpes rueppellii,"Canis rueppellii Schinz, 1825",Canis,rueppellii,"Schinz, 1825",,
2888,Bos javanicus,"Bos lowi Lydekker, 1912",Bos,lowi,"Lydekker, 1912",,
2888,Bos javanicus,"Bos birmanicus Lydekker, 1898",Bos,birmanicus,"Lydekker, 1898",,
2891,Bos gaurus,"Bos gaurus Lydekker, 1907 ssp. hubbacki",Bos,gaurus,"Lydekker, 1907",subspecies,
2891,Bos gaurus,"Bos cavifrons Hodgson, 1837",Bos,cavifrons,"Hodgson, 1837",,
2891,Bos gaurus,"Gauribos brachyrhinus Heude, 1901",Gauribos,brachyrhinus,"Heude, 1901",,
2891,Bos gaurus,"Bos gour Hardwicke, 1827",Bos,gour,"Hardwicke, 1827",,
2891,Bos gaurus,"Bubalibos annamiticus Heude, 1901",Bubalibos,annamiticus,"Heude, 1901",,
2891,Bos gaurus,"Gauribos laosiensis Heude, 1901",Gauribos,laosiensis,"Heude, 1901",,
2891,Bos gaurus,"Gauribos mekongensis Heude, 1901",Gauribos,mekongensis,"Heude, 1901",,
2891,Bos gaurus,"Bos subhemachalus Hodgson, 1837",Bos,subhemachalus,"Hodgson, 1837",,
2891,Bos gaurus,"Bos gaur Sundevall, 1846",Bos,gaur,"Sundevall, 1846",,
2891,Bos gaurus,"Gauribos sylvanus Heude, 1901",Gauribos,sylvanus,"Heude, 1901",,
2891,Bos gaurus,"Uribos platyceros Heude, 1901",Uribos,platyceros,"Heude, 1901",,
2891,Bos gaurus,"Bos asseel Horsfield, 1851",Bos,asseel,"Horsfield, 1851",,
3129,Bubalus arnee,"Bubalus bubalus ssp. septentrionalis Matschie, 1912",Bubalus,bubalus,,subspecies,"Matschie, 1912"
3129,Bubalus arnee,"Bos bubalus var. fulvus Blanford, 1891",Bos,bubalus,,variety,"Blanford, 1891"
3129,Bubalus arnee,"Bubalis bubalis ssp. migona Deraniyagala, 1953",Bubalis,bubalis,,subspecies,"Deraniyagala, 1953"
3129,Bubalus arnee,"Bubalus arna var. macrocerus Hodgson, 1842",Bubalus,arna,,variety,"Hodgson, 1842"
3129,Bubalus arnee,"Bubalus arna Hodgson, 1841",Bubalus,arna,"Hodgson, 1841",,
3129,Bubalus arnee,"Bos arni Hamilton Smith, 1827",Bos,arni,"Hamilton Smith, 1827",,
4369,Chaetophractus villosus,"Dasypus villosus Desmarest, 1804",Dasypus,villosus,"Desmarest, 1804",,
4703,Calyptophractus retusus,"Chlamyphorus retusus (Burmeister, 1863)",Chlamyphorus,retusus,"(Burmeister, 1863)",,
4703,Calyptophractus retusus,"Burmeisteria retusa (Gray, 1856)",Burmeisteria,retusa,"(Gray, 1856)",,
18144,Priodontes maximus,"Priodontes giganteus G. Fischer, 1814",Priodontes,giganteus,"G. Fischer, 1814",,
47781395,Scarturus toussi,"Paralactaga toussi (Darvish, Hajjar, Matine, Haddad & Akbary, 2008)",Paralactaga,toussi,"(Darvish, Hajjar, Matine, Haddad & Akbary, 2008)",,
47781395,Scarturus toussi,"Allactaga toussi Darvish, Hajjar, Matine, Haddad &amp; Akbary, 2008",Allactaga,toussi,"Darvish, Hajjar, Matine, Haddad &amp; Akbary, 2008",,
47806307,Acomys selousi,Acomys transvaalensis,Acomys,transvaalensis,,,
47968796,Hylomyscus anselli,"Hylomyscus denniae ssp. anselli (Bishop, 1979)",Hylomyscus,denniae,,subspecies,"(Bishop, 1979)"
47968796,Hylomyscus anselli,"Praomys denniae ssp. anselli Bishop, 1979",Praomys,denniae,,subspecies,"Bishop, 1979"
47992103,Lophuromys simensis,"Lophuromys flavopunctatus ssp. simensis Osgood, 1936",Lophuromys,flavopunctatus,,subspecies,"Osgood, 1936"
48009551,Otomys fortior,"Otomys typus ssp. fortior Thomas, 1906",Otomys,typus,,subspecies,"Thomas, 1906"
12561,Macaca sylvanus,"Simia sylvanus Linnaeus, 1758",Simia,sylvanus,"Linnaeus, 1758",,
12561,Macaca sylvanus,"Macaca sylvana (Linnaeus, 1758) [orth. var.]",Macaca,sylvana,"(Linnaeus, 1758) [orth. var.]",,
4142,Philantomba maxwellii,"Cephalophus maxwelli (C.H. Smith, 1827)",Cephalophus,maxwelli,"(C.H. Smith, 1827)",,
4142,Philantomba maxwellii,"Antilope maxwellii C.H. Smith, 1827",Antilope,maxwellii,"C.H. Smith, 1827",,
4143,Philantomba monticola,"Cephalophus monticola (Thunberg, 1789)",Cephalophus,monticola,"(Thunberg, 1789)",,
4145,Cephalophus niger,Antilope  pluto,Antilope ,pluto,,,
4148,Cephalophus ogilbyi,"Antilope ogilbyi Waterhouse, 1838",Antilope,ogilbyi,"Waterhouse, 1838",,
6234,Beatragus hunteri,"Damaliscus hunteri (P.L. Sclater, 1889)",Damaliscus,hunteri,"(P.L. Sclater, 1889)",,
6793,Dorcatragus megalotis,"Oreotragus megalotis Menges, 1894",Oreotragus,megalotis,"Menges, 1894",,
8968,Nanger dama,"Gazella dama (Pallas, 1766)",Gazella,dama,"(Pallas, 1766)",,
8989,Gazella gazella,"Gazella gazella ssp. gazella (Pallas, 1766)",Gazella,gazella,,subspecies,"(Pallas, 1766)"
8971,Nanger granti,"Nanger notata (Thomas, 1897)",Nanger,notata,"(Thomas, 1897)",,
8971,Nanger granti,"Gazella granti Brooke, 1872",Gazella,granti,"Brooke, 1872",,
8971,Nanger granti,"Nanger petersii (Günther, 1884)",Nanger,petersii,"(Günther, 1884)",,
8973,Eudorcas rufifrons,"Gazella rufifrons Gray, 1846",Gazella,rufifrons,"Gray, 1846",,
8977,Gazella marica,"Gazella subgutturosa ssp. marica Thomas, 1897",Gazella,subgutturosa,,subspecies,"Thomas, 1897"
8980,Gazella saudiya,"Gazella dorcas ssp. saudiya Carruthers & Schwarz, 1935",Gazella,dorcas,,subspecies,"Carruthers & Schwarz, 1935"
8991,Eudorcas tilonura,"Gazella rufifrons ssp. tilonura (Heuglin, 1868)",Gazella,rufifrons,,subspecies,"(Heuglin, 1868)"
8991,Eudorcas tilonura,"Eudorcas rufifrons ssp. tilonura (Heuglin, 1868)",Eudorcas,rufifrons,,subspecies,"(Heuglin, 1868)"
8992,Eudorcas albonotata,"Gazella thomsonii Rothschild, 1903 ssp. albonotata",Gazella,thomsonii,"Rothschild, 1903",subspecies,
8992,Eudorcas albonotata,"Gazella albonotata (W. Rothschild, 1903)",Gazella,albonotata,"(W. Rothschild, 1903)",,
