internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
136208,Chlorocebus tantalus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Chlorocebus,tantalus,,,,,"(Ogilby, 1841)","Grubb <em>et al.</em> (2003) treated this taxon as a subspecies of <em>C. aethiops</em>, but it is here listed as a distinct species (see <em>C. aethiops</em> for further details). Kingdon (1997), Groves (2001, 2005) and Nakagawa (2013) include this taxon in <em>Chlorocebus</em> and recognise three subspecies: <em>C. t. tantalus</em>,&#160;<em>C. t. budgetti</em>&#160;and <em>C. t. marrensis</em>."
44694,Semnopithecus johnii,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,johnii,,,,,"(J. Fischer, 1829)","Mitochondrial DNA studies now classify <em>Trachypithecus johnii</em> and <em>Trachypithecus vetlus </em>under the genus <em>Semnopithecus</em> (Osterholz <em>et al</em>. 2008, Wang <em>et al</em>. 2012). <em>Semnopithecus johnii </em>hybridizes as a brown hybrid with <em>Semnopithecus priam</em> where they are parapatric."
39853,Trachypithecus francoisi,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,,,,,"(Pousargues, 1898)","<p>There is some interbreeding of released Francois’ langurs with <em>Trachypithecus leucocephalus</em> south and east of the River Zuo in Guangxi, China (Groves 2001).</p>"
22043,Trachypithecus delacouri,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,delacouri,,,,,"(Osgood, 1932)","This taxon was formerly considered as a subspecies of <em>Trachypithecus francoisi</em>. The taxon was elevated to species level by Brandon-Jones (1984) and Groves (2001), the later conclusion being supported by molecular genetic studies (Roos 2003, 2004) and parasitological findings (May 1994)."
22044,Trachypithecus laotum,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,laotum,,,,,"(Thomas, 1911)","This taxon, here considered monotypic, was regarded in the 1960s–1990s as conspecific with <em>Trachypithecus francoisi</em> (Steinmetz <em>et al.</em> 2011). A variety of later classifications have been suggested, all based on inadequate primary information for confidence in their value. For example, Roos <em>et al</em>. (2007) proposed the species <em>T. laotum</em> to contain also the subspecies <em>T. l. hatinhensis </em>(with <em>T. </em>[<em>auratus</em>]<em> ebenus </em>as provisionally synonymous with <em>T. l. hatinhensis</em>). It is here considered a distinct species (as per Roos <em>et al.</em> 2014), though its classification in relation to <em>T. ebenus</em> and <em>T. hatinhensis</em> cannot be resolved without additional primary information."
22042,Semnopithecus vetulus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,vetulus,,,,,"(Erxleben, 1777)","Mitochondrial DNA studies now classify <em>Trachypithecus vetlus</em> and <em>Trachypithecus johnii</em> under the genus <em>Semnopithecus</em> (Osterholz <em>et al</em>. 2008, Wang <em>et al</em>. 2012). Four subspecies of <em>Semnopithecus vetulus</em> are recognized, namely: <em>vetulus</em>, <em>monticola</em>, <em>nestor</em>, and <em>philbricki</em>. An additional subspecies, <em>S. v. harti</em>, is also recognized by some experts, but is here included as a synonym of <em>S. v. philbricki</em> (Groves 2001).<br/><br/><ul><li>Southern Purple Faced Langur, <em>Semnopithecus vetulus vetulus </em>(Erxleben 1777): Southwestern Sri Lanka in the Wet Zone, from Kalu Ganga (River) to Ranna in the south up to an elevation of 1,000 m.</li></ul><ul><li>Highland Purple Faced Langur, <em>Semnopithecus vetulus monticola </em>(Kelaart, 1850): Central Sri Lanka (1,000-2,200 m).</li></ul><ul><li>Western Purple Faced Langur, <em>Semnopithecus vetulus nestor </em>(Bennett, 1833): Western Sri Lanka in the Wet Zone North of Kalu Ganga (River), up to 1,000 m elevation.</li></ul><ul><li>Northern Purple Faced Langur, <em>Semnopithecus vetulus philbricki </em>(Philips, 1927): Northern and Eastern Sri Lanka in the Dry Zone, up to 1,500 m.</li></ul>"
39871,Trachypithecus poliocephalus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,poliocephalus,,,,,"(Pousargues, 1898)","Formerly considered comprising two subspecies, <em>Trachypithecus poliocephalus poliocephalus</em> Trouessart, 1911, and <em>T. p. leucocephalus</em> Tan, 1955 (Groves 2001, 2005; Roos <em>et al</em>. 2007), Groves (2007) and Nadler (2013a,b) considered <em>leucocephalus</em> to be a full species (Roos <em>et al</em>. 2014). Now, <em>T. poliocephalus</em> (formerly <em>T. p. poliocephalus</em>) is a monotypic species"
22035,Trachypithecus cristatus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,cristatus,,,,,"(Raffles, 1821)","This was formerly part of <em>Semnopithecus cristatus</em>, but it is not clear what the current concept includes. It may or may not have been partially included within <em>Trachypithecus auratus cristatus</em>, which is confined to Indonesia according to D. Brandon-Jones. Ardith Eudey (in litt. 2000) believes that he may have assigned the remainder of the species to <em>T. obscurus</em>."
41554,Trachypithecus barbei,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,barbei,,,,,"(Blyth, 1847)","Despite a confusing history of taxonomic classification (Khajuria and Agrawal 1979), a recent genetic study supports the classification of <em>Trachypithecus barbei</em> as a monotypic species distinct from the similar, and closely related, <em>T. obscurus</em> (Geissmann <em>et al.</em> 2004, Osterholz <em>et al.</em> 2008). Evidently, there are a few rather well-defined morphs associated with this species, though no actual subspecies. Two morphs are identified in this species namely the silvery <em>argenteus</em> and ashy-grey <em>holotephreus</em>. <em>T. barbei</em> is of the <em>obscurus</em>-group which includes <em>T. obscurus, T. crepusculus </em>and <em>T. phayrei</em>. It is sympatric with <em>T. germaini</em>."
22039,Trachypithecus obscurus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,obscurus,,,,,"(Reid, 1837)","<p>Seven subspecies are currently recognized: <em>Trachypithecus obscurus carbo, T. o. flavicauda, T. o. halonifer, T. o. obscurus, T. o. sanctorum, T. o. seimundi, </em>and<em> T. o. styx. </em>It may be that the blackish insular subspecies (carbo, halonifer, seimundi, styx) represent a distinct taxon which has been entirely replaced on the mainland by the contrastingly toned <em>T. obscurus</em>.</p>"
22037,Trachypithecus geei,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,geei,,,,,"Khajuria, 1956","Wangchuk <em>et al</em>. (2003) described a new subspecies, <em>Trachypithecus geei bhutanensis</em>, from Bhutan in the north of the range, with <em>T. g. geei</em> occurring in the south, the two taxa being separated by the Main Frontal Thrust (MFT) of the Indian plate hitting into the Himalayas (Bhargava 1997). However, <em>T. g. bhutanensis</em> is not recognised here as a valid subspecies, as it has not been described according to ICZN rules."
39869,Trachypithecus shortridgei,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,shortridgei,,,,,"Wroughton, 1915","Originally included in <em>Trachypithecus pileatus</em>, <em>T. shortridgei</em> was recognised as a separate species by Groves (2001)."
136791,Rungwecebus kipunji,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Rungwecebus,kipunji,,,,,"(Ehardt, Butynski, Jones &amp; Davenport, 2005)","Africa's most recently discovered (2003) and described (2006) genus of monkey (Davenport <em>et al. </em>2006). Originally allocated to the genus <em>Lophocebus</em> (Jones <em>et al</em>. 2005), but later placed in the monotypic genus <em>Rungwecebus</em> by Davenport <em>et al. </em>(2006) on the basis of molecular and morphological data. The genus to which <em>R. kipunji</em> belongs was questioned by Ehardt and Butynski (2006), but considerable further evidence supports the phylogenetic position and taxonomic status of <em>Rungwecebus</em> (Olson <em>et al</em>. 2008, Roberts <em>et al</em>. 2009). The evolutionary implications of <em>Rungwecebus</em> being a sister taxon to <em>Papio</em> are considerable (Olson <em>et al</em>. 2008, Davenport 2013)."
136214,Sciurocheirus gabonensis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Sciurocheirus,gabonensis,,,,,"(Gray, 1863)","Groves (2005) listed this taxon as <em>Galago gabonensis</em>, but it is retained here in <em>Sciurocheirus</em> following Grubb <em>et al.</em> (2003). The undescribed form located in the area of Foret des Abeilles near Makande, Gabon (Ambrose 2003) is now described as <em>S. makandensis </em>(Ambrose 2013) and assessed separately."
8265,Euoticus elegantulus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Euoticus,elegantulus,,,,,"(Le Conte, 1857)","Grubb <em>et al.</em> (2003) state that there might be more than two subspecies of <em>Euoticus elegantulus</em>, of which the form south of the Ogooue River has not yet been named.&#160;Taxonomy reviewed in Ambrose (2013)."
40652,Paragalago rondoensis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Paragalago,rondoensis,,,,,"(Honess in Kingdon, 1997)","<p><a name=""_GoBack""></a>First collected from sites in SE Tanzania (near Newala, Makonde Plateau, in 1953, and Rondo Plateau in 1955) and provisionally identified by R.W. Hayman (in litt.) as Demidoff’s galago&#160;<em>Galago</em> <em>demidovii</em>&#160;and later <em>Galago</em> <em>demidovii</em> <em>orinus</em>&#160;(Jenkins 1987, Honess 1996) due to its small size and morphology. First recognised and described as a species, based on differences in vocalisations and morphology by Honess and Bearder (1996) and subsequently accepted by Groves (2001) and Grubb <em>et al</em>. (2003).<br/><br/>A phylogenetic analysis of the lorisiform primates by Pozzi <em>et al</em>. (2015) showed that <em>Galagoides demidoff</em> and <em>G. thomasi</em> comprise a clade entirely separate from the remaining species currently placed in the genus <em>Galagoides: G. rondoensis, G. orinus, G. zanzibaricus, G. cocos </em>and<em> G. granti</em>. This latter group is sister to <em>Galago</em> É. Geoffroy Saint-Hilaire 1796, with the two lineages diverging about 15 mya, and has been attributed to a separate genus <em>Paragalago</em> Masters <em>et al</em>. 2017. <em>Galagoides</em> is now restricted to the western forms: <em>demidoff</em> (G. Fischer, 1806), <em>thomasi</em> (Elliot, 1907), and <em>kumbirensis</em> Svensson, Bersacola, Mills, Munds, Nijman, Perkin, Masters, Couette, Nekaris and Bearder, 2017.</p>"
40649,Galagoides demidoff,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,demidoff,,,,,"(G. Fischer, 1806)","<p>Grubb <em>et al</em>. (2003) concluded that the correct Latin name for Demidoff’s galago was <em>demidovii</em>, as referred to in Fischer (1808), which was written in Latin with, consequently, the latinised name of Demidoff. The epithet <em>demidovii</em> was used by Oates (2011), Ambrose and Butynski (2013) and Nekaris (2013). Groves (2001), however, argued that <em>demidoff</em>, as written by Fischer (1806), was in fact being used as a Latin binomial, and was as such the correct name for this species. This was also argued by Jenkins (1987) and Kingdon (1997), and Masters and Couette (2015) who used the name <em>demidoff</em>. Jenkins <em>et al.</em> (2018) confirmed the validity of the name <em>demidoff</em> Fischer. 1806.<br/><br/>Groves (2001, 2005) recognised six subspecies, evidently, as pointed out by Masters and Couette (2015), following the concept of geospecies proposed by Grubb (2006): the nominate subspecies in “West Africa”; the Calabar dwarf galago<em> Galagoides demidoff murinus </em>(Murray, 1859) in the Nigeria-Cameroon border region; the Bioko Dwarf Galago<em> G. d. poensis </em>(Thomas, 1904) from the island of Bioko; the Congo dwarf galago<em> G. d. anomurus </em>(de Pousargues, 1893) from between the Sanaga and Congo rivers; the Kasai dwarf galago <em>G. d. phasma </em>Cabrera and Ruxton, 1926, from the south of the Congo River; the Uele dwarf galago<em> G. d. medius </em>(Thomas, 1915) from the Uele-Ituri region; and an undescribed form from Lake Oku, Bamenda Highlands, Cameroon. Kingdon (1997, 2015) listed these subspecies, as did Ambrose and Butynski (2013), the latter authors considering them, however, to be “tentative and provisional” (p.460). Grubb <em>et al.</em> (2003) argued that <em>Galagoides demidoff</em> was best considered monotypic. Masters and Couette (2015) carried out a cranial and dental morphometric study of <em>G. demidoff</em> and <em>G. thomasi</em>. On the basis of this study, they found “slight but consistent morphological differences between <em>G. demidoff</em> and <em>G. thomasi</em> but could not validate the subspecies described for the former taxon” (p. 297).&#160;The Bioko form, <em>G. d. poensis</em>, is assessed as a separate subspecies, as is the nominate subspecies.&#160;The Bioko form, <em>G. d. poensis</em>, is assessed as a separate subspecies, as is the nominate subspecies.</p>"
91970347,Paragalago granti,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Paragalago,granti,,,,,"(Thomas &amp; Wroughton, 1907)","A phylogenetic analysis of the lorisiform primates by Pozzi&#160;<em>et al.</em>&#160;(2015) showed that&#160;<em>Galagoides demidoff</em>&#160;and&#160;<em>G. thomasi</em>&#160;comprise a clade entirely separate from the remaining species currently placed in the genus&#160;<em>Galagoides</em>:&#160;<em>G. rondoensis</em>,&#160;<em>G. orinus</em>,&#160;<em>G. zanzibaricus</em>,&#160;<em>G. cocos</em>, and&#160;<em>G. granti</em>. This latter group is sister to&#160;<em>Galago</em>&#160;É. Geoffroy Saint-Hilaire 1796, with the two lineages diverging about 15 mya, and has been attributed to a separate genus&#160;<em>Paragalago</em>&#160;Masters&#160;<em>et al.</em>&#160;2017.&#160;<em>Galagoides</em>&#160;is now restricted to the western forms:&#160;<em>demidoff&#160;</em>(G. Fischer, 1806),&#160;<em>thomasi&#160;</em>(Elliot, 1907), and&#160;<em>kumbirensis&#160;</em>Svensson, Bersacola, Mills, Munds, Nijman, Perkin, Masters, Couette, Nekaris and Bearder (2017)."
40653,Galagoides thomasi,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,thomasi,,,,,"(Elliot, 1907)",Following its description by Elliot (1907) <em>G. thomasi</em> was regarded a subspecies of <em>G. demidovii</em> until 1979 when Olson (1979) resurrected <em>G. thomasi </em>to a full species based on larger body size and morphology. Masters and Couette (2015) confirm that <em>G. thomasi</em> and <em>G. demidovii </em>are different species with significant interspecific differences in the size and proportions of the skulls. <em>G. thomasi</em> and <em>G. demidovii</em> are sympatric through much of their range.
136212,Paragalago cocos,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Paragalago,cocos,,,,,"(Heller, 1912)","<p><a name=""_GoBack""></a><span lang=""EN-US"">A phylogenetic analysis of the lorisiform primates by Pozzi <em>et al.</em> (2015) showed that <em>Galagoides demidoff</em> and <em>G. thomasi</em> comprise a clade entirely separate from the remaining species currently placed in the genus <em>Galagoides</em>: <em>G. rondoensis</em>, <em>G. orinus</em>, <em>G. zanzibaricus</em>, <em>G. cocos</em>&#160;and <em>G. granti</em>. This latter group is sister to <em>Galago</em> É. Geoffroy Saint-Hilaire 1796, with the two lineages diverging about 15 mya, and has been attributed to a separate genus <em>Paragalago</em> Masters <em>et al.</em> 2017. <em>Galagoides</em> is now restricted to the western forms: <em>demidoff </em>(G. Fischer, 1806), <em>thomasi </em>(Elliot, 1907), and <em>kumbirensis </em>Svensson, Bersacola, Mills, Munds, Nijman, Perkin, Masters, Couette, Nekaris and Bearder, 2017.</p>"
8786,Galago gallarum,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Galago,gallarum,,,,,"Thomas, 1901","Monotypic species. Recognized by Groves (2001, 2005), Grubb et al. (2003), Butynski and De Jong (2013), and Kingdon (2015)."
8787,Galago matschiei,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Galago,matschiei,,,,,"Lorenz, 1917","The subpopulation on the Itombwe Massif (Democratic Republic of the Congo) appears to be different and may represent a distinct taxon (Bearder 1999, Omari <em>et al.</em> 1999, T. Butynski pers. obs. 1996)."
8789,Galago senegalensis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Galago,senegalensis,,,,,"É. Geoffroy Saint-Hilaire, 1796","Grubb <i>et al.</i> (2003) listed four subspecies: <i>Galago senegalensis senegalensis</i>; <i>G. s. braccatus</i>; <i>G. s. dunni</i>, and <i>G. s. sotikae</i>."
15643,Otolemur crassicaudatus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Otolemur,crassicaudatus,,,,,"(É. Geoffroy Saint-Hilaire, 1812)","Grubb <em>et al.</em> (2003) separated out the form <em>O. monteiri </em>as a distinct species. However, there is a wide area of overlap in the distribution of forms attributable to <em>O. monteiri </em>and <em>O. crassicaudatus</em> in Tanzania (Groves 2001). For the current assessment, <em>O. monteiri </em>is regarded as a subspecies of <em>O. crassicaudatus</em> based on information regarding its skull morphology (Masters and Lubinsky 1988) and karyotype (Masters 1986). Greater galago subspecies show minor differences in skull size but not in proportions, while skulls of the two recognized <em>Otolemur</em>&#160;species can readily be distinguished on the basis of skull proportions. <em>O. crassicaudatus</em> subspecies are defined mainly on pelage coloration, which is likely to be adapted to the foliage in which the animals rest during the day, rather than for specific-mate recognition. Hence, the subspecies that occupy dry forests in miombo woodlands (<em>O. c. monteiri, O. c. argentatus</em>) are pale in color, while those from the dune forests of KwaZulu-Natal and the montane forests of Limpopo Province (<em>O. c. crassicaudatus</em>) are darker."
15644,Otolemur garnettii,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Otolemur,garnettii,,,,,"(Ogilby, 1838)","Four subspecies are recognized by Groves (2001), Grubb <em>et al</em>. (2003), and Harcourt and Perkin (2013): <em>O. g. garnettii</em>, <em>O. g. panganiensis</em>; <em>O. g. lasiotis</em>, and <em>O. g. kikuyuensis</em>."
10550,Hylobates moloch,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,moloch,,,,,"(Audebert, 1798)","This taxon is monotypic (Geissman <em>et al.</em> 2002; T. Geissmann pers. comm.). Although it as been suggested that there is evidence for two genetically distinct Javan gibbon populations (Andayani <em>et al</em>. 2001), a review of the molecular evidence and a comparison of morphological and vocal data casts doubt on this claim (Geissman <em>et al</em>. 2002, Dallmann and Geissmann 2009, T. Geissmann pers. comm.)."
10552,Hylobates pileatus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,pileatus,,,,,"Gray, 1861","This species forms a narrow area of sympatry and hybridization with <em>H. lar</em> in Khao Yai National Park, Thailand (Brockelman 1978, Brockelman and Gittins 1984, Marshall and Brockelman 1986, Marshall and Sugardjito 1986), specifically in the headwaters of the Takhong-Mun-Mekong River system (W. Brockelman pers. comm.). Until at least 1925, an area of sympatry apparently existed in the region of Sriracha, about 80&#160;km southeast of Bangkok. Therefore, a large zone of overlap in the distribution of the two species may originally have existed. In most parts of this hypothetical zone, gibbon habitat appears to have been destroyed, with the Khao Yai Park possibly representing the last remnant of the once large contact zone (Geissmann 1991)."
39879,Hylobates albibarbis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,albibarbis,,,,,"Lyon, 1911","This taxon was traditionally classified as a subspecies of <em>H. agilis</em>, but Groves (2001) proposed it be considered a distinct species based on diagnostic pelage characteristics. Subsequent cytogenetic and molecular genetic analyses confirm the separation between <em>H. agilis</em> on Sumatra and <em>H. albibarbis</em> on Borneo (Hirai <em>et al</em>. 2005, 2009). <em>H. albibarbis</em> hybridizes with <em>H. muelleri</em> in a wide area of central Borneo (Marshall and Sugardjito 1986; Mather 1992, 1999)."
10548,Hylobates lar,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,lar,,,,,"(Linneaus, 1771)","This species forms a narrow area of sympatry and hybridization with <em>H. pileatus</em> in Khao Yai National Park, central Thailand (Brockelman 1978; Brockelman and Gittins 1984; Marshall and Brockelman 1986; Marshall and Sugardjito 1986), and with <em>H. agilis</em> in northern Peninsular Malaysia (W. Brockelman pers. comm.). Until at least 1925, an area of sympatry apparently existed in the region of Sriracha, about 80&#160;km southeast of Bangkok. Therefore, a large zone of overlap in the distribution of <em>H. lar</em> and <em>H. pileatus</em> may originally have existed. In most parts of this hypothetical zone, gibbon habitat appears to have been destroyed, with the Khao Yai Park possibly representing the last remnant of the once large contact zone (Geissmann 1991). These zones demonstrate that reproductive isolation between the species is incomplete, although they do not freely interbreed in the wild where they are in contact (Brockelman and Gittins 1984). <br/> <br/>The subspecies of <em>Hylobates lar</em>, although numerous and well-distributed latitudinally, are not highly distinct, in general. They are based largely on relatively minor body color variation and the degree of polychromatism of the fur (Brockelman 1985, 2004; Groves 2001; Woodruff 2005) The validity of <em>H. l. yunnanensis</em> as a subspecies is doubtful; it requires comparison with <em>H. l. carpenteri</em> (C. Groves and T. Geissmann pers. comm.). The only geographically well-separated subspecies is <em>H. l. vestitus</em>, which is found on Sumatra; despite its (relatively recent) isolation, however, it is not highly distinct phenotypically (W. Brockelman pers. comm.). The taxonomic status of all the <em>H. lar</em> subspecies, and specifically <em>yunnanensis</em>, requires further investigation."
10547,Hylobates klossii,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,klossii,,,,,"(G.S. Miller, 1903)","Genetic and vocal data suggested little difference in population across the islands and, therefore, <em>Hylobates klossii</em>&#160;is considered monotypic.<u></u>"
10543,Hylobates agilis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,agilis,,,,,"F. Cuvier, 1821","There is debate as to the validity of the subspecies. The general consensus seems to be that this species is monotypic (Hirai <em>et al</em>. 2009; Roos <em>et al</em>. 2014), though some experts recognize two subspecies on Sumatra: <em>H. a. agilis</em> to the west, and <em>H. a. unko</em> to the east (these may possibly correspond with ""mountain"" and ""lowland"" forms, respectively). All this is not to be confused with the two main color morphs found throughout the species' range, though in general the pale morph is more common in the Barisan Range of Sumatra, while in the eastern lowlands and in the Malay Peninsula black predominates (Marshall and Sugardjito 1986)."
39779,Symphalangus syndactylus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Symphalangus,syndactylus,,,,,"(Raffles, 1821)","<p>The mainland (<em>Symphalangus syndactylus continentis</em>) and Sumatran (<em>Symphalangus syndactylus syndactylus</em>) forms have been considered distinct subspecies; however, no subspecies are recognized in the most recent Asian primate taxonomy by Roos <em>et al.</em> (2014). </p>"
39876,Hoolock hoolock,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hoolock,hoolock,,,,,"(Harlan, 1834)","This taxon is now considered monotypic; it was formerly considered conspecific with <i>Hoolock leuconedys</i>. The previous generic name, <i>Bunopithecus</i>, was changed by Mootnick and Groves (2005) to <i>Hoolock</i> (Haimoff <i>et al.</i> 1984)."
118355453,Hoolock leuconedys,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hoolock,leuconedys,,,,,"Groves, 1967","This taxon is monotypic; it was formerly considered a subspecies of&#160;<em>H. hoolock</em>. The previous generic name,&#160;<em>Bunopithecus</em>, was changed by Mootnick and Groves (2005) to Hoolock (Haimoff&#160;<em>et al</em>. 1984)."
39775,Nomascus concolor,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,concolor,,,,,"(Harlan, 1826)","Previously four subspecies were recognised (<em>N. c. concolor, N. c. furvogaster, N. c. jingdongensis</em> and <em>N. c. lu</em>) (Ma and Wang 1986), however <em>N. c. furvogaster</em> of south-western Yunnan, west of Mekong River and <em>N. c. jingdonensis </em>of<em> </em>west central Yunnan, China are now considered synonomous with the nominate form while <em>N. c. lu</em> is recognised as a valid subspecies (Thinh <em>et al </em>2010a,b)."
39896,Nomascus siki,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,siki,,,,,"(Delacour, 1951)","<p>This taxon was variously considered a subspecies of <em>N. concolor</em>, <em>N. leucogenys</em> and <em>N. gabriellae</em>. It was believed that <em>N. siki</em> might be a natural hybrid of <em>N. leucogenys</em> and <em>N. gabriellae</em> but this is due to missing information in the past. Genetic and acoustic data clearly show that this taxon is a valid species (Thinh <em>et al</em>. 2010a, Thinh <em>et al</em>. 2010b, Thinh <em>et al.</em> 2011).<br/><br/>The recent discovery of <em>N. annamensis</em> and the extended southward distribution of <em>N. leucogenys</em> have largely reduced the distribution of the species. The limits of distribution of this species are not finally settled, both with regards to <em>N. annamensis</em> in the south and <em>N. leucogenys</em> in the north. Similarly, phenotype information for the type locality of <em>N. siki</em> (Thua Luu, Thua Thien Hue province, central Viet Nam) is contradictory (Geissmann <em>et al</em>. 2000; Thinh <em>et al</em>. 2010b). Though the holotype represents <em>N. siki</em> morphologically, the type locality falls in the range of <em>N. annamensis</em> (Thinh <em>et al</em>. 2010a)<em>.</em> Recent genetic data of the <em>N. siki</em> holotype clearly confirm that this specimen is <em>N. siki</em> (C. Roos pers. comm.). Unfortunately, information about whether Jean Delacour and Pierre Jabouille collected the specimen in the wild near Thua Luu or whether they obtained the gibbon at a market or from a poacher is not traceable. However, since Thua Luu is close to the coast and along the Vietnamese national railway line and the national road no. 1, and considering the morphology and genetic data of the holotype, the specimen most likely originated from a place other than Thua Luu.</p>"
128073282,Nomascus gabriellae,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,gabriellae,,,,,"(Thomas, 1909)","This taxon was previously considered a subspecies of<em>&#160;N. concolor</em>&#160;(Groves 1972). The limits of the distribution of this species are from Ba River, 13°00’-13°10’N in Gia Lai and Phu Yen provinces and Sre Pok River in North to Nui Ong Nature Reserve in 11°01’N in Binh Thuan Province in South, and South East Cambodia (East of Mekong River). Populations that occurs south of Thach Han River in central Viet Nam, southern Lao and northeastern Cambodia differ in their song from&#160;<em>N. gabriellae</em>&#160;in the south (e.g. Konrad and Geissmann 2006) and was separated from&#160;<em>N. gabriellae</em>&#160;as a distinct species, namely&#160;<em>N. annamensis</em>&#160;(Thinh&#160;<em>et al</em>. 2010)."
41643,Nomascus hainanus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,hainanus,,,,,"(Thomas, 1892)","Previously, <em>Nomascus hainanus</em> was variously considered either a species in its own right or as a subspecies of <em>N. concolor</em> or <em>N. nasutus</em>; it is here recognized as a distinct species based on molecular, vocalization and pelage differences (Geissmann <em>et al</em>. 2000; Mootnick 2006; Roos and Nadler 2005; Roos <em>et al</em>. 2007; Thinh <em>et al</em>. 2010, 2011)."
41642,Nomascus nasutus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,nasutus,,,,,"(Kunkel d'Herculais, 1884)","<p>                      </p><p><span class=""apple-style-span""><em><span lang=""PT"">Nomascus nasutus</em> has been variously considered either as a species in its own right (sometimes as conspecific with <span class=""apple-style-span""><em><span lang=""PT"">N. hainanus</span></em>), or as a subspecies of <span class=""apple-style-span""><em>N. concolor</em>; it is here recognized as a species distinct from <span class=""apple-style-span""><em><span lang=""PT"">N. hainanus</em> and <span class=""apple-style-span""><em>N. concolor</em>, based on differences in vocalizations and fur colouration as well as genetic evidence (Mootnick and Fan 2011; Van Ngoc Thinh <em>et al.</em> 2010, 2011; Feng <em>et al.</em> 2014).<span lang=""PT""></span></span></span></p>"
2053,Arctocebus aureus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Arctocebus,aureus,,,,,"de Winton, 1902",<em>Arctocebus&#160;aureus&#160;</em>was originally considered a subspecies of&#160;<em>A.&#160;calabarensis</em>&#160;but described as a full species by Maier (1980).
2054,Arctocebus calabarensis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Arctocebus,calabarensis,,,,,"(J.A. Smith, 1860)","<p>Until the late 1980s, this species was commonly treated as one of two subspecies of <em>Arctocebus calabarensis</em>, with the other being <em>A. c. aureus</em>; <em>aureus</em> is now treated as a full species.</p>"
